"Age","MonthlySalary","TotalAsset","TotalRequired","NumberInstallments","Risk"
77,13282,522799,201425,221,28.0952380952381
81,5930,27876,375434,32,100
56,19929,756229,389594,286,18.0952380952381
30,15243,945409,307654,360,5.71428571428571
69,6706,913672,84064,138,24.2857142857143
40,6608,752291,45991,318,10.4761904761905
19,9793,238417,139807,251,0.476190476190482
72,3900,831709,18599,304,25.7142857142857
7,16439,143138,61954,313,100
76,12642,52416,126695,16,100
77,18837,753909,226998,350,28.0952380952381
51,7573,814885,387533,19,100
54,10678,311182,348782,120,100
18,704,692614,360921,212,100
42,3666,834601,159294,290,22.5149902516282
90,11584,110339,97024,229,100
74,10597,142866,289638,225,49.4511424605887
85,18720,550270,1893,111,31.9047619047619
93,4509,652219,202789,352,100
48,13656,81424,279592,88,56.9177399993732
67,17582,551326,336925,55,100
49,2649,751569,80365,257,19.8576968770461
34,15073,118202,378920,331,30.5542318267959
91,195,431695,30835,153,100
13,10913,86059,121724,74,100
94,3910,300599,349845,67,100
91,93,451105,250237,229,100
84,15415,843547,140315,164,31.4285714285714
76,5967,732653,298424,341,38.2246847885335
80,18420,26222,67528,296,49.9133763207925
83,13975,144620,296324,105,64.8443932992265
30,15455,925258,336442,115,21.43859084464
95,3871,532331,385814,225,100
39,7,478510,373179,143,100
13,10701,666935,55607,255,100
85,8511,993384,348273,298,40.9632878312621
43,4782,354909,252385,249,29.5118832999848
62,12588,748740,34344,260,20.9523809523809
12,19696,747350,6655,109,100
99,674,248467,344075,223,100
33,15150,242064,355619,9,100
87,14780,501427,3339,330,32.8571428571428
21,18978,83260,189882,262,20.1458098538391
51,6019,845045,316043,170,100
72,4042,387777,365120,202,100
5,14771,831642,228,202,100
58,16761,322979,119891,212,19.0476190476191
43,9192,910947,322661,239,22.5425726927613
88,295,169206,256896,273,100
23,12960,950426,193217,18,100
39,18832,869315,142566,5,100
66,2558,92743,223647,335,100
77,4292,764409,101473,30,100
9,611,267305,143733,149,100
64,728,412722,343423,329,100
42,6190,194360,273497,190,40.0728831882373
100,17349,363106,358218,256,100
21,6454,542005,36659,48,6.59310583121925
51,3854,910900,140436,217,29.1971058838529
90,6456,286834,336640,21,100
21,7147,187538,280231,137,100
40,10463,884605,246296,357,10.4761904761905
93,6687,558841,382050,272,100
88,10975,384607,165659,330,100
9,4912,975701,19718,346,100
67,12463,709585,74121,100,23.3333333333333
35,4008,171989,229680,2,100
85,9715,860754,143972,315,31.9047619047619
80,14628,452176,314435,218,29.5238095238095
53,9776,358091,23403,331,16.6666666666667
17,1002,74986,138224,130,100
94,8525,27789,345089,66,100
96,18454,533537,157995,101,100
51,953,450820,379621,190,100
43,8630,458958,161384,97,27.9478640710237
42,8859,877832,56487,28,30.1242005113692
97,1498,113977,9949,7,100
64,15194,32019,13248,316,21.9047619047619
77,3039,589825,21947,196,28.0952380952381
89,5019,622340,292224,24,100
64,5357,651721,233253,274,34.2620449121973
86,19624,861857,128111,123,32.3809523809524
2,3745,566291,158482,186,100
10,5946,294044,165343,191,100
40,15843,33234,112535,17,100
17,6165,727577,66935,274,100
3,18341,490812,133445,66,100
40,13111,984471,86987,257,10.4761904761905
89,14553,861695,3088,66,100
98,5710,428974,97671,120,100
76,12850,186487,115481,135,27.6190476190476
68,5101,670409,54683,51,41.2847293883448
43,17538,918337,185130,312,11.9047619047619
48,3557,4443,268756,105,100
46,14385,155707,124162,155,13.3333333333333
59,14999,661182,131046,309,19.5238095238095
54,6496,769587,338196,199,100
43,3043,85626,238007,30,100
37,18810,331781,265737,105,17.6064572974676
50,1650,769531,58880,204,29.5157220496894
41,1884,770831,87329,223,28.2493460689707
62,8587,701726,100796,300,20.9523809523809
29,19869,463708,18364,35,5.23809523809524
32,13353,421785,229387,242,6.66666666666667
29,6194,272365,232551,239,17.3521978077108
92,14344,162618,4650,183,100
51,393,719318,216532,167,100
98,842,206174,96936,284,100
8,19438,714169,337354,349,100
47,9618,964781,48589,235,13.8095238095238
78,11430,708571,52993,119,28.5714285714286
57,17906,100776,327624,229,41.6515448022297
26,7013,676668,123028,227,3.80952380952381
40,7508,97388,81975,224,10.4761904761905
38,2165,276323,26035,91,17.6327654165181
6,15224,938684,215850,120,100
50,4216,438847,280192,317,32.6719501185582
91,14420,697250,2009,160,100
68,3759,424841,65031,7,100
34,254,957410,238676,53,100
71,3760,310182,197411,222,44.4769758813556
28,8083,111271,190629,38,100
19,12549,136440,19311,287,0.476190476190482
42,1033,928902,229486,79,100
79,8738,616353,71479,182,29.0476190476191
86,11643,284244,287945,284,32.8093906822483
9,9287,819103,298455,86,100
14,10890,809517,40854,125,100
99,1216,52193,10407,67,100
97,6822,394775,182194,89,100
97,806,503255,219116,60,100
4,13212,895705,258017,198,100
60,18447,184106,189239,46,39.2905620229798
15,2422,372577,328996,193,100
23,7293,158776,398915,172,100
68,13786,971044,111699,62,31.6358546928203
12,14798,865273,199749,81,100
96,13480,342978,20856,3,100
16,3586,871891,316593,319,100
98,11906,248056,241305,25,100
72,495,947871,103522,257,100
49,25,573606,212965,337,100
90,18014,698396,336925,359,100
59,5167,939879,234757,49,100
52,10473,788458,373743,73,100
98,6368,852426,333548,178,100
71,13180,586146,394029,263,29.2475293998786
14,10283,760353,357793,272,100
40,15537,100733,360678,283,34.4999272534082
62,18216,734066,389800,333,20.9523809523809
78,13878,431869,76598,6,100
32,16533,688980,89846,190,6.66666666666667
71,9266,674371,275782,79,100
40,10064,893925,374568,110,100
60,14129,638921,203093,74,36.1729519645351
88,2637,122646,120086,139,100
69,4900,99010,234416,229,60.9174572839169
54,15371,61729,133585,51,48.8452438878759
92,14169,655049,271099,260,100
29,8189,85506,71083,237,5.23809523809524
29,2835,798291,234334,15,100
92,14835,858601,17246,224,100
100,5568,162721,200097,47,100
91,1328,953337,298563,10,100
41,3607,815098,163253,175,100
51,11579,890918,159253,67,32.8094529429512
5,4951,815834,148592,18,100
2,694,521569,61135,226,100
68,13548,224994,247408,149,32.9653581668068
71,6980,493036,178499,166,36.9339590804697
2,9180,448208,70923,155,100
26,13752,265411,126728,318,3.80952380952381
15,12671,383365,360906,107,100
90,8821,385538,179875,20,100
82,19571,726918,260457,74,45.2747432763328
2,6382,111459,107112,171,100
38,7854,970798,224438,275,10.7792416104734
9,19902,127245,134859,80,100
88,2590,306329,182692,145,100
5,8365,876872,350479,195,100
75,5089,246375,253292,271,43.2372067472663
1,12529,878475,206664,177,100
43,18343,394423,322614,325,11.9047619047619
48,3700,184751,351322,40,100
19,12554,824588,198381,224,0.476190476190482
93,9287,232863,345692,270,100
77,10345,629113,187106,38,100
44,17303,597612,398981,87,100
81,8673,600852,223717,109,49.2477251765996
19,14608,840264,379075,79,100
35,19961,632244,107784,124,8.09523809523809
4,4618,481720,146329,233,100
41,3553,836297,28489,78,11.8598657125808
99,13174,136569,151332,22,100
57,1495,267009,325930,290,100
24,4576,448103,96056,153,11.8946487564794
73,13317,110746,227765,270,43.3161686073679
10,5274,21838,257892,62,100
31,4695,350728,172171,73,100
51,19391,736201,334600,330,15.7142857142857
17,1788,633537,299027,276,100
65,1209,57271,9291,255,22.3809523809524
66,15061,224150,133165,268,22.8571428571429
4,3059,947963,141454,293,100
48,8568,558009,390737,159,100
11,5590,703466,231396,26,100
67,9455,888179,66027,264,23.3333333333333
54,8492,213035,135008,265,17.1428571428572
40,15198,900042,330522,28,100
59,11824,144211,154909,320,21.8258061799108
39,9431,526009,161566,131,17.8440389685949
94,7162,189767,190886,246,100
95,254,55064,188601,214,100
39,6285,806294,220162,266,18.0215174886371
22,2008,795362,219226,299,100
71,6477,56905,127837,131,54.9426669452953
75,1935,808827,134013,299,46.0854224163754
85,1868,553332,189417,252,100
88,5565,608309,129833,73,100
37,5481,398516,271663,264,24.6263078397377
56,16373,25881,82720,117,40.9994128212213
87,16444,783769,257916,165,32.8571428571428
94,443,498433,247822,65,100
76,1740,95624,335564,185,100
28,4830,319833,191735,182,22.8126866570552
2,17169,781682,53583,175,100
99,6598,123745,327401,360,100
9,8678,63709,66297,308,100
75,18899,480639,124061,277,27.1428571428572
56,6548,694987,214062,137,37.4594721333517
64,5905,136109,341896,170,100
15,16717,601350,122959,246,100
83,3472,749766,393849,250,100
97,18874,18254,69534,277,100
67,3003,104347,329842,87,100
62,11184,508888,96829,56,32.7252313725375
51,6662,668797,118523,180,15.7142857142857
84,10019,671487,255474,177,41.623698917083
18,3951,909224,227194,81,100
66,3716,642170,324324,66,100
41,14266,141531,1707,315,10.952380952381
63,4557,354366,9644,96,21.4285714285714
66,308,412202,126464,224,100
75,6952,742994,218174,296,29.0365750010804
66,14923,58171,71893,308,29.2193756197206
95,6926,636818,373448,305,100
8,8397,689044,290983,233,100
85,12023,376369,197302,326,31.9047619047619
63,7156,932136,59757,182,21.4285714285714
94,19716,189551,259685,77,100
53,19963,224859,226564,30,100
63,13927,415287,76030,69,21.4285714285714
6,18300,741094,385891,259,100
30,17895,999138,11648,41,5.71428571428571
52,5031,426396,257750,323,28.5084457992702
60,14491,92762,25755,6,100
39,1790,347976,298575,162,100
16,8940,246290,281708,215,100
77,4001,238109,362810,335,100
45,7029,591568,52890,122,12.8571428571428
76,6363,847391,320130,229,45.7801384259073
19,19927,891628,123084,78,0.476190476190482
94,4791,622343,348675,51,100
73,6484,43263,334227,305,68.819088879856
47,15848,42267,45055,260,15.8721879607464
95,5461,210104,10520,254,100
94,16423,542008,289053,262,100
39,2013,385745,35212,26,100
88,1972,679944,292421,13,100
5,13703,850595,357275,206,100
59,5230,678184,246632,44,100
53,2954,268995,289793,171,100
26,779,201431,202598,265,100
10,1115,125744,123688,315,100
42,4465,48277,122111,175,43.5871539204572
23,5248,141774,347212,134,100
2,11876,561527,393613,302,100
17,19723,328703,377812,180,100
2,10068,3987,128995,342,100
44,1516,886652,101911,356,28.0617588362582
29,6036,389351,229649,234,18.0702289145609
45,4413,416204,84483,93,29.9975142928163
78,10896,828919,339531,285,31.4180022274423
33,4201,211855,288116,112,100
73,2248,128134,322475,314,100
63,13432,741029,189252,228,21.4285714285714
32,6602,993045,384814,103,100
27,15110,338029,336322,212,5.8705050517064
70,4060,622770,88779,98,43.1562697956778
45,4475,589491,35140,342,12.8571428571428
62,1412,957012,18861,235,20.9523809523809
76,7343,383135,106610,345,27.6190476190476
65,17944,882361,314913,236,22.3809523809524
43,19386,243399,68594,91,11.9047619047619
78,12430,231229,152280,56,46.6679174953407
16,16148,601107,231205,118,100
99,2205,150622,283017,359,100
23,5193,954138,235207,188,21.87847300463
78,2260,481067,101736,6,100
32,9523,659221,389709,41,100
40,17929,832368,89509,281,10.4761904761905
66,9210,472449,102178,131,22.8571428571429
25,6215,91096,342390,161,100
6,13975,875281,208832,200,100
76,14150,168939,259451,305,39.2477045394937
40,4404,62178,363994,207,100
1,13197,551153,387472,312,100
42,2782,205478,250686,357,100
54,14750,132860,92289,30,34.4937873728954
70,3550,375701,133376,274,33.7855172059227
36,4751,492362,11045,268,8.57142857142857
1,9083,609178,311821,175,100
34,16197,234236,82387,178,7.61904761904761
54,14223,801315,44370,196,17.1428571428572
18,1905,825034,225356,75,100
82,9043,76182,60158,49,39.2571229096712
10,102,210234,22225,322,100
95,2049,649550,249621,305,100
51,18831,264476,169800,216,15.7142857142857
65,18151,679013,359481,75,100
97,5996,164342,29,33,100
25,8398,30,180742,174,43.0453353398767
49,10480,143360,70361,173,14.7619047619048
57,2104,261598,71759,19,100
90,13433,677394,114481,94,100
63,3746,705113,345450,256,100
3,15316,345576,207457,31,100
69,3648,137043,139247,221,38.8474163930009
76,16892,659949,271039,107,38.7237963821408
41,3008,972521,362545,176,100
49,12186,730037,17715,348,14.7619047619048
59,5049,448895,100224,56,100
13,11053,976484,272025,309,100
65,9240,930157,101418,236,22.3809523809524
59,3367,306309,280624,159,100
67,2260,76115,21045,82,27.3136928803358
63,9500,302328,5070,352,21.4285714285714
87,8646,525604,192134,297,32.8571428571428
73,13303,534102,240408,176,27.0605526161082
71,1329,221619,42570,168,41.088694251485
71,3057,668800,49552,209,25.2380952380952
84,8150,386525,106490,207,31.4285714285714
36,15818,172159,117528,303,8.57142857142857
40,16206,716974,305845,135,19.9650928068918
58,18558,835135,296628,24,100
100,1797,235819,97354,272,100
75,17454,461838,33490,116,27.1428571428572
80,10090,804687,15766,14,32.9911865799218
37,6636,492917,357485,87,100
41,362,809372,206568,147,100
92,18699,491992,150373,193,100
29,19763,868282,49372,39,5.23809523809524
11,10668,325354,44942,224,100
6,9622,716874,158986,308,100
2,1994,644308,294241,248,100
32,8133,321370,7336,214,6.66666666666667
58,9557,792667,251851,322,19.0476190476191
57,6064,770770,119069,173,22.5360205307127
50,5451,957909,207985,348,18.1694284271874
50,9734,162659,101810,270,15.2380952380952
64,9549,571903,380899,134,100
54,17604,271304,97344,25,35.4059242040011
83,3832,362836,316565,96,100
12,19162,928997,255760,217,100
89,9837,664681,313698,113,100
86,11745,801311,347475,102,100
56,15841,553932,51759,201,18.0952380952381
39,12163,906101,59943,201,10
76,1830,359472,376133,136,100
40,9633,420099,9155,194,10.4761904761905
90,11542,126633,338580,179,100
61,4288,167963,284275,252,100
79,3559,928547,101356,182,41.0785463401983
48,18409,876796,65853,197,14.2857142857143
13,18959,680982,59285,245,100
60,7106,56400,156953,5,100
63,2764,996016,288816,251,100
99,18414,929768,173820,27,100
13,15372,806652,239004,311,100
76,18372,70140,143931,226,44.7084863084196
82,11530,477515,183454,2,100
29,2925,846629,277932,215,100
92,10626,124423,43707,197,100
81,7624,579637,301107,124,100
12,9617,109475,349611,332,100
14,19331,491174,223193,44,100
86,8843,783303,282809,258,38.8234159046262
84,12922,562775,122905,237,31.4285714285714
93,7901,142075,197390,107,100
13,1139,706220,208044,301,100
92,16362,111950,10557,324,100
23,11672,19382,243550,234,33.0615792200682
33,4476,92736,81261,330,7.14285714285715
79,10413,802014,330313,105,100
47,9771,398289,284209,133,31.9012215859254
90,15925,451761,25843,157,100
84,17451,633378,27465,222,31.4285714285714
9,13805,335527,297139,182,100
62,16090,423710,200918,58,38.8031127600504
89,9436,795483,98747,102,100
39,16664,905744,174857,235,10
78,11634,840675,322418,231,34.1203950269821
57,14939,932278,91531,355,18.5714285714286
28,77,435198,195355,247,100
95,1486,826928,314218,46,100
72,2845,263804,307238,121,100
3,13803,916230,391602,172,100
58,9117,936119,170660,255,19.0476190476191
97,6435,887203,279864,209,100
28,1156,567157,222783,339,100
58,10588,797741,64411,101,19.0476190476191
38,10141,376323,258319,338,9.52380952380952
32,6347,864543,295984,16,100
93,1796,800202,219171,263,100
95,5742,853871,371066,191,100
86,4130,258128,87508,127,45.7347790787019
92,18927,506364,232924,233,100
54,16162,33672,117411,146,40.9166091763123
76,17984,426440,96228,278,27.6190476190476
50,17483,481242,97763,251,15.2380952380952
98,14412,225400,143407,25,100
87,9964,322704,263225,67,100
47,8433,614252,264128,297,15.5344324396829
82,680,769140,336484,150,100
8,9602,201911,63762,61,100
53,19116,727965,316485,188,16.6666666666667
100,19741,714952,26159,4,100
4,4009,204338,229795,132,100
56,4352,975894,88270,219,18.0952380952381
33,12761,23249,299141,71,100
47,9868,810023,211094,103,31.0930720550132
14,14766,879198,316807,203,100
23,472,184043,365686,9,100
49,921,137590,6696,27,100
73,15176,108577,367178,39,100
57,5104,473883,23727,339,18.5714285714286
64,9777,377447,383552,351,25.9445705009018
25,4750,528628,41973,114,3.33333333333333
24,18843,232308,39261,265,2.85714285714285
21,17140,299077,213073,209,1.42857142857143
67,148,749439,380325,89,100
91,14675,85195,53671,231,100
16,3243,755715,327012,97,100
80,11095,474815,310610,304,29.5238095238095
96,1404,258078,232633,192,100
64,844,642587,359792,199,100
40,14526,413495,33873,5,100
57,18585,924455,312467,142,23.7517089423691
100,8662,660455,165005,142,100
12,16209,439667,169359,320,100
67,9905,544089,215567,162,31.8544273164878
35,7275,714053,111480,137,11.6272617766159
17,12065,574797,386707,277,100
20,19905,862923,187293,79,6.29935067361987
41,5405,616098,302264,161,100
51,3976,359700,210356,142,100
21,10435,166104,330539,343,18.0110826198882
9,3625,495513,159369,4,100
27,19817,74068,89351,344,9.98719869364852
66,12659,668456,10064,73,22.8571428571429
95,6575,973761,386163,69,100
41,9533,220836,105493,5,100
26,10015,164432,129370,213,3.80952380952381
81,9671,452353,153767,2,100
84,8297,470753,139274,46,100
57,5615,640564,390681,172,100
89,14020,837986,122673,25,100
78,2182,936223,121202,239,47.5623693149807
96,17057,633851,189201,231,100
58,8500,441887,21566,138,19.0476190476191
20,14290,27681,188705,80,42.5356281724687
94,17719,683701,270724,20,100
66,17403,810476,231491,346,22.8571428571429
85,2809,482705,49626,51,100
40,16669,161298,63542,218,10.4761904761905
22,6775,531829,250312,98,100
45,15468,829782,139091,165,12.8571428571428
52,14367,705702,374408,140,31.6166066862633
34,18218,275439,228487,347,7.61904761904761
19,9877,124929,217080,8,100
53,10354,766542,30383,83,16.6666666666667
99,15369,609973,270951,328,100
93,12170,973977,285824,359,100
90,4327,325160,7479,90,100
12,18373,119634,22778,198,100
78,3225,990300,328694,303,100
79,5126,374867,330586,50,100
92,15037,353179,345748,216,100
9,19647,826006,347415,348,100
31,11900,65857,156271,356,25.4762041886332
98,7437,80506,106850,134,100
5,9930,574100,284660,352,100
2,11060,481417,387421,125,100
28,5096,955749,16927,146,4.76190476190476
18,16559,378861,274855,165,100
18,4261,590145,147688,71,100
2,17223,367417,295022,137,100
64,14153,280082,3212,68,21.9047619047619
41,2380,113212,176398,93,100
95,12774,970077,39274,105,100
94,9079,282204,299084,237,100
96,1813,667069,381744,114,100
46,15166,301662,113778,201,13.3333333333333
9,16592,795153,394018,12,100
51,11010,622568,3472,9,15.7142857142857
15,11287,247968,228669,166,100
72,3383,133566,362704,314,100
96,7120,214991,42463,82,100
71,16627,756819,128134,58,33.4839940627632
45,17963,700395,146484,254,12.8571428571428
56,3471,460314,32734,203,18.0952380952381
54,3334,443855,212985,176,100
31,1408,13128,20836,123,24.1491374818309
74,9309,748266,161924,54,100
24,14548,123686,56078,254,2.85714285714285
84,14340,83797,373172,222,62.17391137905
95,4462,611867,183986,315,100
1,6700,66938,260276,24,100
37,4394,726859,251777,247,28.0121789557918
97,11944,336544,377640,333,100
79,6842,846373,387865,168,100
83,6658,865398,16006,256,30.9523809523809
14,17208,166008,255504,125,100
37,11146,317812,101933,5,100
17,18450,245298,233247,84,100
68,14617,846828,311828,200,25.8927235221859
29,3858,107784,40142,268,5.23809523809524
58,5103,878722,100629,266,19.0476190476191
75,55,755468,56956,121,100
28,3165,248655,355338,265,100
100,17860,836566,75843,344,100
11,18921,928163,83511,170,100
55,8149,241597,300465,56,100
82,332,50153,261879,155,100
36,14607,539426,377425,10,100
71,5366,609135,193507,175,42.3954418284856
25,13323,975888,358463,299,3.33333333333333
66,7463,296500,331989,334,34.726391537069
9,6462,417478,339998,92,100
68,11783,490571,291532,272,23.8095238095238
3,1352,841599,393379,146,100
75,11558,368132,142461,9,100
75,18925,922062,29464,141,27.1428571428572
14,6899,70781,142253,229,100
90,4770,390424,205455,287,100
7,7789,978929,121144,360,100
66,12224,181438,95747,223,22.8571428571429
55,18251,689127,312739,196,17.6190476190476
54,9452,775733,340443,354,17.7148765411118
1,11781,553754,212181,238,100
62,15823,628931,5381,34,20.9523809523809
25,2439,992021,49666,45,100
60,6552,718929,230379,200,34.3732718693978
98,13100,139615,37140,98,100
20,8449,97277,288218,309,26.1745970064326
68,742,41183,254764,15,100
38,11867,444717,310644,93,100
61,16196,931632,348874,344,20.4761904761905
17,15931,668849,34714,204,100
82,5776,732168,104279,147,36.668488701784
68,10071,641784,215774,140,35.3617343013656
20,13720,935971,247280,4,100
79,11956,942769,292503,322,29.0476190476191
99,14417,127200,18307,99,100
49,985,101040,245378,29,100
89,8088,385729,230259,89,100
2,8597,544456,38168,40,100
37,10294,992390,254293,148,22.4103934849807
48,17632,872866,75020,10,100
59,18876,191216,326578,279,33.3400086145831
56,2848,11281,392667,173,100
26,2355,952822,76041,318,4.31451453820966
54,326,85872,245191,13,100
74,340,667431,338066,107,100
67,2796,125131,356161,88,100
70,2969,944126,48360,151,27.1937354759935
27,3503,796265,354520,196,100
38,16818,368906,262471,74,27.0518157924386
21,16884,97282,84447,280,1.42857142857143
36,12679,507720,370233,82,100
41,25,663694,127308,112,100
83,3387,611464,352403,332,100
58,8065,212177,190636,180,26.9974990982566
80,18242,34941,247765,116,63.0208463665167
97,5596,264759,274154,133,100
17,2952,807183,365726,348,100
81,182,7103,66198,91,100
31,16433,858175,283104,353,6.19047619047619
43,17874,47411,19537,262,11.9047619047619
49,13829,905526,150526,289,14.7619047619048
61,10282,729814,384788,9,100
11,4872,378363,101189,301,100
72,10314,733616,287006,2,100
56,12672,103334,158090,308,29.6405603800126
97,12845,798683,274791,230,100
82,934,715288,89121,74,100
77,4685,820352,227564,103,100
97,6605,843974,168201,128,100
10,10880,480389,241882,235,100
99,3038,781679,64623,297,100
32,3261,315304,347422,316,100
95,15778,706459,347589,82,100
74,19890,73276,252483,333,50.3259493378432
57,3069,150229,54666,242,18.5714285714286
76,10915,586161,265811,191,34.8089306562432
20,16999,9919,174396,307,32.3898374689677
75,2435,608607,198883,138,100
53,17592,992096,359803,49,100
71,8795,231211,22513,232,25.2380952380952
55,17826,723356,356241,307,17.6190476190476
1,5565,325456,162881,24,100
79,18504,137812,264124,15,100
66,3385,822759,310978,327,100
55,1519,248281,333092,145,100
94,1446,83886,292908,124,100
62,6589,401311,1944,85,20.9523809523809
43,11378,837065,65439,78,11.9047619047619
51,2716,392140,52028,102,31.2987146115462
2,19570,925582,63253,167,100
91,3534,755663,196664,16,100
99,2092,748393,348765,294,100
13,6593,513630,40898,279,100
21,16961,603465,182781,29,100
45,4293,701693,134891,147,30.5958850020352
81,12985,272668,110413,207,30
54,9531,403113,213776,120,32.6425702381843
13,14374,869576,36667,270,100
29,4848,542562,264111,266,22.2958474710579
44,14095,294062,110131,307,12.3809523809524
3,8991,77020,364514,57,100
20,19828,960094,100807,339,0.952380952380963
35,11752,446046,192220,214,8.09523809523809
36,7622,400322,261534,274,15.2870882307208
73,2826,262672,38195,213,26.1904761904762
79,728,60756,170503,276,100
6,1215,698986,121653,79,100
8,5335,25805,284571,290,100
69,12445,532130,14645,315,24.2857142857143
57,10949,777140,53446,297,18.5714285714286
10,3577,636783,358374,320,100
74,786,429288,88268,197,100
81,6475,29858,338491,6,100
86,12100,799231,253944,349,32.3809523809524
38,1042,649958,94396,299,100
6,14998,182736,354545,282,100
30,9717,483790,303063,115,100
36,19992,561075,367740,236,8.57142857142857
40,5588,833182,392414,152,100
55,5338,184076,43212,339,17.6190476190476
17,15842,422963,329025,157,100
61,10612,501112,8564,284,20.4761904761905
44,10356,555404,328372,210,23.6381038230161
53,3413,777801,59056,138,23.4154023299919
44,15170,642660,155773,169,12.3809523809524
95,4149,389591,262008,175,100
75,9442,253913,115782,289,27.1428571428572
46,13309,884858,116890,346,13.3333333333333
27,11085,47503,206309,183,30.5019724227805
3,17170,655577,27781,169,100
62,384,391804,101935,138,100
75,4138,398452,162255,17,100
72,13828,613577,259432,254,25.7142857142857
78,1400,188716,239915,272,100
6,2608,840374,343486,171,100
65,7104,709302,138542,26,100
31,5479,633859,24321,356,6.19047619047619
1,12948,696825,347501,261,100
69,11100,277781,82446,198,24.2857142857143
6,3827,361582,310540,299,100
82,225,478204,55787,218,100
24,17083,99372,41211,148,2.85714285714285
62,10807,726191,211591,236,20.9523809523809
75,809,342253,378652,16,100
96,15187,721902,77018,191,100
34,4483,597211,310675,30,100
77,8547,653211,209236,319,28.0952380952381
83,18197,579193,217923,270,30.9523809523809
98,2472,147573,148347,158,100
90,19873,485928,26891,279,100
100,5811,222439,260633,343,100
73,5098,567004,99955,229,26.1904761904762
56,13914,78229,309149,254,42.993695904687
87,17175,281785,148660,162,32.8571428571428
13,15699,98353,72893,112,100
59,18187,117202,106940,142,19.5238095238095
7,16163,831256,68648,302,100
40,3364,146902,201065,54,100
98,5411,615263,305556,37,100
71,18941,43377,285268,229,53.5028614696155
71,17853,22028,315072,49,100
84,126,142702,287836,157,100
86,19871,753893,179634,129,32.3809523809524
6,17571,671187,196986,172,100
57,3828,861439,184250,309,30.5053589196873
41,17797,699412,373949,309,10.952380952381
31,2644,531223,83157,52,100
14,7451,668106,136491,257,100
100,18696,297879,117530,50,100
52,17107,264657,200504,298,16.1904761904762
30,11921,447930,89517,312,5.71428571428571
11,18479,944073,293453,183,100
48,11820,388009,239580,19,100
85,11899,878325,329221,218,38.9742582815625
63,12432,656738,7128,250,21.4285714285714
16,2662,690726,151397,333,100
51,11111,950739,173323,294,15.7142857142857
26,11275,527426,57674,185,3.80952380952381
17,9288,858072,203511,104,100
31,3732,365111,385536,351,100
48,8398,892886,251891,184,27.1706261457384
25,10917,686891,164460,345,3.33333333333333
47,10083,867887,302536,351,13.8095238095238
64,11848,505206,216036,242,21.9047619047619
55,15496,741867,210007,296,17.6190476190476
31,10418,770830,123686,92,13.693454161575
21,699,317413,334742,107,100
44,13791,609443,390643,243,17.1185858041376
34,12181,335278,74635,217,7.61904761904761
61,5808,838298,237521,113,100
75,18610,272687,82544,54,27.1428571428572
85,11738,984370,210131,336,31.9047619047619
8,18122,795086,271911,350,100
52,5778,930877,257702,84,100
1,1481,617109,295827,289,100
82,15947,81143,352156,245,56.1289314962687
53,9996,52663,98797,157,32.2319166236492
85,6280,480885,132430,323,31.9047619047619
73,3985,852208,109856,107,100
31,3134,743760,377349,138,100
19,17498,517269,47656,93,0.476190476190482
97,3883,224883,121172,299,100
89,4882,89911,306016,202,100
80,3129,558867,320964,83,100
60,17381,680298,149455,92,20
45,7201,860241,148177,190,15.4121952606873
79,4638,989730,13997,26,33.6633700418797
62,8814,363685,390248,147,100
20,17772,700537,185640,206,0.952380952380963
47,3921,752121,372680,166,100
77,12389,643222,26161,324,28.0952380952381
91,1537,568728,169401,65,100
3,14374,872772,65836,295,100
28,2609,793259,111164,128,100
89,12652,936565,320511,214,100
40,837,419298,267516,145,100
17,6942,726099,181954,83,100
58,3332,250082,245073,32,100
88,9207,536350,75715,243,100
88,6801,627258,391601,108,100
89,4261,488868,339208,221,100
46,19481,861642,285690,218,13.3333333333333
8,17856,967796,102078,275,100
51,16536,803483,171222,163,15.7142857142857
20,8110,210571,96723,17,100
74,11101,306735,290663,266,26.6666666666667
8,4114,214280,367350,189,100
18,18329,829178,121518,53,100
17,12666,999283,247997,216,100
85,7442,612364,388351,295,46.3944031485508
33,3959,157733,230590,114,100
72,16560,982859,327244,5,100
92,19237,732745,288236,101,100
38,4409,723757,151595,49,100
99,9749,456798,79408,290,100
86,9203,79402,97899,314,38.6789397625055
93,18533,692650,186751,294,100
86,10689,926585,230605,249,32.3809523809524
17,7164,632770,17614,293,100
84,2990,890450,180635,248,51.0783255367638
100,4565,191494,300257,96,100
15,8948,954400,175746,162,100
43,13564,584647,307808,257,11.9047619047619
65,9485,678277,326002,165,39.7120832738099
26,4067,568395,364408,178,100
15,6661,33725,41021,225,100
51,10999,719320,62136,156,15.7142857142857
63,12826,399768,125532,16,100
54,277,413872,252918,217,100
97,18914,518697,318433,21,100
42,4515,291673,390250,27,100
91,4288,915772,369544,29,100
80,17748,793205,257783,68,47.2514590067726
11,14143,341019,190540,104,100
77,6858,337472,33937,17,100
95,4679,691324,132755,183,100
12,3009,348821,127979,267,100
94,4574,519925,313391,174,100
18,11048,860235,159041,205,100
20,8820,514301,119786,229,0.952380952380963
79,15946,306427,105638,158,29.0476190476191
19,4787,656615,227295,117,100
88,10173,842642,262398,172,100
77,6479,133084,244667,245,55.0045338591403
38,9265,954225,290456,127,29.3536058899832
11,19923,906520,232419,210,100
65,11873,334829,175419,188,22.3809523809524
